epoch,loss,val_loss,time
0,0.6237128376960754,0.4551919996738434,7.820559978485107
1,0.4312529265880584,0.4161891639232635,7.774498224258423
2,0.3825717568397522,0.3731996417045593,7.684499979019165
3,0.353603720664978,0.3451927304267883,7.711498975753784
4,0.3318089246749878,0.3626367151737213,7.668000936508179
5,0.3178230226039886,0.3236229419708252,7.642999649047852
6,0.3063594698905945,0.3085899353027344,7.69049859046936
7,0.2941901385784149,0.311260312795639,7.834500789642334
8,0.2852394580841064,0.3041373193264007,7.713999032974243
9,0.2780076861381531,0.3017504811286926,7.840499639511108
10,0.2693566381931305,0.3026993572711944,7.960999965667725
11,0.2610502243041992,0.2889465093612671,7.688997507095337
