epoch,loss,val_loss,time
0,1.0816516876220703,1.064014196395874,0.42141056060791016
1,1.05741548538208,1.0473662614822388,0.018999338150024414
2,1.0364949703216553,1.024198293685913,0.021002531051635742
3,1.0122056007385254,1.002269625663757,0.020498037338256836
4,0.989587426185608,0.9838353991508484,0.021001100540161133
5,0.9695203304290771,0.9645226001739502,0.02099919319152832
6,0.951973021030426,0.9453826546669006,0.02050018310546875
7,0.9308417439460754,0.9260686635971068,0.02050161361694336
8,0.9114331007003784,0.907113254070282,0.022497892379760742
9,0.8924781680107117,0.8882580399513245,0.026002168655395508
10,0.8721828460693359,0.8692724704742432,0.02149820327758789
11,0.8524369597434998,0.8500503897666931,0.02200007438659668
12,0.8332136273384094,0.8308184146881104,0.020998239517211914
13,0.8137720823287964,0.810918927192688,0.021500825881958008
14,0.7928749322891235,0.7888854146003723,0.020999908447265625
15,0.7767734527587891,0.7694166302680969,0.020998716354370117
16,0.7520891427993774,0.7489866018295288,0.02049708366394043
17,0.7335508465766907,0.7295288443565369,0.021999835968017578
18,0.7126266360282898,0.7085368037223816,0.019997835159301758
19,0.6912080645561218,0.6887449622154236,0.02100062370300293
20,0.6736775040626526,0.6695900559425354,0.024016380310058594
21,0.6548054814338684,0.6507216095924377,0.02249932289123535
22,0.635322630405426,0.6322821378707886,0.01900005340576172
23,0.61965411901474,0.6169778108596802,0.021002531051635742
24,0.6009395718574524,0.5996907353401184,0.01949930191040039
25,0.5843206644058228,0.5838679075241089,0.019500017166137695
26,0.5692700743675232,0.5665051937103271,0.020500659942626953
27,0.552280843257904,0.5517155528068542,0.020498991012573242
28,0.5381597876548767,0.5365623235702515,0.020499467849731445
29,0.5265659689903259,0.5231408476829529,0.020499706268310547
30,0.5101378560066223,0.5103723406791687,0.021002769470214844
31,0.4998525083065033,0.5002796649932861,0.019994497299194336
32,0.4866835474967956,0.4878870248794555,0.019499540328979492
33,0.4746007621288299,0.4750228226184845,0.0195004940032959
34,0.4627845883369446,0.4640070497989654,0.019998550415039062
35,0.4528330266475677,0.452907919883728,0.020002126693725586
36,0.4418287873268127,0.4425001740455627,0.020501136779785156
37,0.4335061311721802,0.4341976046562195,0.022002220153808594
38,0.4258564412593841,0.4236252903938293,0.020998716354370117
39,0.4140045344829559,0.4153145849704742,0.018999814987182617
40,0.40477254986763,0.4066157341003418,0.01999974250793457
41,0.3957370817661285,0.3978036344051361,0.022000551223754883
42,0.3919961154460907,0.3896040320396423,0.01999807357788086
43,0.3832680881023407,0.3837087452411651,0.020000219345092773
44,0.373367577791214,0.3747316896915436,0.02250075340270996
45,0.3663974106311798,0.3668641746044159,0.0204775333404541
46,0.3580139875411987,0.3596308529376983,0.028000831604003906
47,0.3507371246814728,0.3533307611942291,0.023998737335205078
48,0.3454467058181762,0.3473981916904449,0.019997835159301758
49,0.339417815208435,0.3386465311050415,0.0195009708404541
50,0.3313263058662414,0.3319936394691467,0.01900005340576172
51,0.3246899247169494,0.325571060180664,0.02050471305847168
52,0.3190909624099731,0.3192377984523773,0.0214998722076416
53,0.3123465776443481,0.3138608038425445,0.020000696182250977
54,0.3070274293422699,0.3063921332359314,0.022001981735229492
55,0.3005085289478302,0.300364077091217,0.023000478744506836
56,0.2971267104148865,0.2950984239578247,0.020000696182250977
57,0.2903262376785278,0.2876450717449188,0.021999359130859375
58,0.2849123775959015,0.2817147672176361,0.01949906349182129
59,0.2850037813186645,0.2795262336730957,0.02050018310546875
60,0.2751436531543731,0.2724499702453613,0.019500255584716797
61,0.2682191133499145,0.2652584910392761,0.021500825881958008
62,0.2652326822280884,0.2599276602268219,0.0214998722076416
63,0.2603321671485901,0.2552458047866821,0.02300262451171875
64,0.2541662454605102,0.250468909740448,0.019499778747558594
65,0.2514957189559936,0.2448094934225082,0.019499778747558594
66,0.246831864118576,0.2400288134813308,0.020000934600830078
67,0.2412860840559005,0.2354092597961425,0.0214998722076416
68,0.2376413196325302,0.2312817871570587,0.020499467849731445
69,0.2330783903598785,0.2258933335542678,0.019999027252197266
70,0.2288994938135147,0.2208204269409179,0.019500255584716797
71,0.2248624414205551,0.2155698239803314,0.020500898361206055
72,0.2217038720846176,0.211261436343193,0.018497705459594727
73,0.2168948501348495,0.2085215896368026,0.0195009708404541
74,0.2135990560054779,0.2049179673194885,0.021500349044799805
75,0.2100062370300293,0.198607787489891,0.020499229431152344
76,0.206725388765335,0.1938705295324325,0.019998550415039062
