epoch,loss,val_loss,time
0,1.7131857872009275,1.584270477294922,15.23649001121521
1,1.3114169836044312,1.172820210456848,15.466509580612183
2,1.0959811210632324,1.0981895923614502,15.49000859260559
3,0.9278178811073304,1.016984462738037,15.299998760223389
4,0.7772462964057922,0.991387128829956,15.375007390975952
5,0.6708607077598572,1.019972801208496,15.544999599456787
6,0.5528813600540161,1.0650335550308228,15.597504138946533
7,0.4409575164318084,1.074341058731079,15.333495616912842
8,0.3569073379039764,1.2189804315567017,15.38450813293457
9,0.2682482898235321,1.2955340147018433,15.499494075775146
10,0.2256503701210022,1.3906424045562744,15.545999526977539
11,0.1848761141300201,1.4951261281967163,15.286500215530396
12,0.1445770114660263,1.6055774688720703,15.275509595870972
13,0.1434648931026458,1.6847505569458008,15.470999956130981
14,0.1125785037875175,1.836063027381897,16.07849955558777
15,0.1109689474105835,1.818757176399231,15.324508428573608
16,0.0999509617686271,1.9825232028961184,15.257012605667114
17,0.0985782444477081,1.9185158014297483,15.313000917434692
18,0.0881835222244262,2.0944764614105225,15.4660005569458
19,0.0957029461860656,2.0875701904296875,15.30400037765503
20,0.0758729949593544,2.032958745956421,15.243499279022217
21,0.0823568552732467,2.1197493076324463,15.275500297546387
22,0.0824278146028518,2.174367666244507,15.521000146865845
23,0.0887145474553108,1.9360724687576292,15.419006586074829
24,0.0740417167544364,2.205910444259644,15.365991115570068
25,0.0576552748680114,2.4633655548095703,15.37700080871582
26,0.0661708414554596,2.34994912147522,15.473000526428223
27,0.0742009207606315,2.272010803222656,15.406999826431274
28,0.0436449125409126,2.386460542678833,15.288502931594849
29,0.0732728242874145,2.2257657051086426,15.624499320983887
30,0.0597531385719776,2.374777317047119,15.308501482009888
31,0.0564910322427749,2.310751914978028,15.446512222290039
32,0.0716616362333297,2.4498257637023926,15.401001930236816
33,0.0597292780876159,2.4662482738494877,15.287498474121094
34,0.0552690811455249,2.369819641113281,15.22200083732605
35,0.0501562394201755,2.679673910140991,14.636001110076904
36,0.0618203319609165,2.437314748764038,15.40600061416626
37,0.0561451651155948,2.5655457973480225,14.982000350952148
38,0.0418738275766372,2.563225030899048,15.17900037765503
39,0.0395824052393436,2.9831252098083496,15.32450008392334
40,0.0596891157329082,2.683516263961792,15.310999155044556
41,0.0433477312326431,2.59979248046875,15.251500844955444
42,0.0494111403822898,2.676175832748413,15.192500114440918
43,0.0509980730712413,2.5824780464172363,15.171000480651855
44,0.0460668466985225,2.958903312683105,15.335001230239868
45,0.0576309859752655,2.4674649238586426,15.258999824523926
46,0.039956446737051,2.6118268966674805,15.466500282287598
47,0.0500090755522251,2.483513116836548,14.41200041770935
48,0.0380664095282554,2.7670748233795166,14.397000074386597
49,0.0595201067626476,2.616750955581665,14.746499300003052
