epoch,loss,val_loss,time
0,0.7100522518157959,0.6429817080497742,0.3699986934661865
1,0.6547539234161377,0.6176955103874207,0.05049896240234375
2,0.6214449405670166,0.5939823985099792,0.07050108909606934
3,0.601882815361023,0.5603268146514893,0.05549120903015137
4,0.5737612247467041,0.5448376536369324,0.053999900817871094
5,0.5503473281860352,0.5410070419311523,0.06451034545898438
6,0.5272086262702942,0.5066231489181519,0.05501508712768555
7,0.5125794410705566,0.5023174285888672,0.0579984188079834
8,0.501452624797821,0.4836678206920624,0.09450078010559082
9,0.4762658178806305,0.4912433624267578,0.07849907875061035
10,0.4635812044143677,0.4520639777183532,0.06299924850463867
11,0.4523918032646179,0.5383458137512207,0.07000136375427246
12,0.4644603431224823,0.4306047558784485,0.0540008544921875
13,0.4393339157104492,0.4591673910617828,0.057500362396240234
14,0.4259847104549408,0.449884682893753,0.07149624824523926
15,0.4312271475791931,0.4461332857608795,0.0684974193572998
16,0.4327701926231384,0.4193654358386993,0.06000018119812012
17,0.4243842363357544,0.4137640595436096,0.057500600814819336
18,0.402902215719223,0.4153755307197571,0.054003238677978516
19,0.3931334018707275,0.4517439901828766,0.06750082969665527
20,0.3839375674724579,0.4247975647449493,0.07450079917907715
21,0.3770673871040344,0.3946094512939453,0.08099913597106934
22,0.3853977918624878,0.4145982265472412,0.06499791145324707
23,0.3649173974990845,0.4339183270931244,0.05449962615966797
24,0.3577398359775543,0.5232967734336853,0.05850100517272949
25,0.3759041130542755,0.3889844417572021,0.05299878120422363
26,0.3568311631679535,0.4031702280044555,0.06300210952758789
27,0.3516014218330383,0.4513846039772033,0.050997257232666016
28,0.3400102257728576,0.4531694650650024,0.05349993705749512
29,0.3259117901325226,0.3765358924865722,0.05300140380859375
30,0.3451045751571655,0.4257802367210388,0.05349922180175781
31,0.325812816619873,0.4044199883937835,0.06450009346008301
32,0.320499062538147,0.4141937494277954,0.08199954032897949
33,0.3195682466030121,0.3702260553836822,0.06400060653686523
34,0.3156906962394714,0.4086877405643463,0.053499460220336914
35,0.3213502466678619,0.377081423997879,0.05950498580932617
36,0.3060626685619354,0.4505515396595001,0.056999921798706055
37,0.3064590692520141,0.4583900570869446,0.05099964141845703
38,0.2983467280864715,0.3793573081493377,0.05350065231323242
39,0.2848046123981476,0.4293436706066131,0.09150004386901855
40,0.2857646048069,0.4179730713367462,0.053002119064331055
41,0.289031833410263,0.4927422702312469,0.06499934196472168
42,0.288860946893692,0.5079919695854187,0.057500362396240234
43,0.2863554656505584,0.441110759973526,0.06049990653991699
44,0.26979860663414,0.364856481552124,0.05399966239929199
45,0.2748934626579284,0.3907792568206787,0.05399966239929199
46,0.2622144520282745,0.4203164279460907,0.07550048828125
47,0.2561810612678528,0.3886476755142212,0.0709984302520752
48,0.252941370010376,0.3982753753662109,0.06099891662597656
49,0.2562770843505859,0.3953184783458709,0.05099964141845703
50,0.247566357254982,0.4203824400901794,0.05000019073486328
51,0.2456820011138916,0.4481438994407654,0.06498479843139648
52,0.2383709698915481,0.3985806107521057,0.050499916076660156
53,0.2346428334712982,0.4459925293922424,0.10499811172485352
54,0.2399040013551712,0.3606315851211548,0.07349848747253418
55,0.2396832108497619,0.3526539206504822,0.0644993782043457
56,0.2447390407323837,0.3513625562191009,0.05849957466125488
57,0.2305426150560379,0.4198766052722931,0.05299520492553711
58,0.2230997681617736,0.4391381442546844,0.06250357627868652
59,0.2234681844711303,0.3490374386310577,0.06450152397155762
60,0.2239970117807388,0.4511057436466217,0.06899857521057129
61,0.2018991410732269,0.3794549405574798,0.06000065803527832
62,0.2034893333911895,0.3668173849582672,0.06149935722351074
63,0.2163126170635223,0.3781743943691253,0.0540013313293457
64,0.2103575021028518,0.3508915305137634,0.07150387763977051
65,0.1986562758684158,0.419870525598526,0.07050037384033203
66,0.199712723493576,0.3485502898693084,0.05899930000305176
67,0.1962094604969024,0.3776291012763977,0.05500078201293945
68,0.1860006898641586,0.3753664195537567,0.05299663543701172
69,0.1843595504760742,0.3919620513916015,0.05549764633178711
70,0.1785125583410263,0.3997615277767181,0.06749844551086426
71,0.1782166361808776,0.3984805941581726,0.06550121307373047
72,0.1729023158550262,0.3730053603649139,0.06800174713134766
73,0.1773457825183868,0.3695880472660064,0.0609891414642334
74,0.1676305532455444,0.4215841293334961,0.06099987030029297
75,0.1697250604629516,0.3894493579864502,0.05700111389160156
76,0.1648588627576828,0.4277785122394562,0.06149792671203613
77,0.1760521233081817,0.4524935781955719,0.05349564552307129
78,0.1683047413825988,0.3994785845279693,0.0644998550415039
79,0.1592017859220504,0.3952003121376037,0.0924983024597168
80,0.154157817363739,0.3433144390583038,0.055501699447631836
81,0.1598390489816665,0.3666030764579773,0.05699801445007324
82,0.1464850008487701,0.3887397348880768,0.07100868225097656
83,0.1594425588846206,0.451532632112503,0.050499916076660156
